textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Text,Actual_Score,GPT 3.5 Score
a336472bb3,Waiting for friends to call or email me bleh i feel unloved,i feel unloved,negative,noon,21-30,Iceland,341243.0,100250.0,3.0,waiting friends call email bleh feel unloved,2,1.0
de13e087cc, i havent got poked much,poked,negative,noon,21-30,Iran,83992949.0,1630000.0,52.0,havent got poked much,1,3.0
e08dad262b,Finally Ubuntu 9.04 arrived as a disc,Finally Ubuntu 9.04 arrived as a disc,neutral,noon,21-30,Colombia,50882891.0,1109500.0,46.0,finally ubuntu 9.04 arrived disc,3,3.0
fe0abe1754,twittering after 2 days!,twittering after 2 days!,neutral,morning,46-60,Jamaica,2961167.0,10830.0,273.0,twittering 2 days !,3,2.0
7b25c09b0f,": I`m sure lots of that studio equipment was collected analog stuff that can`t be bought anymore.    seriously, condolences.","y, condolence",negative,morning,0-20,Indonesia,273523615.0,1811570.0,151.0,": ` sure lots studio equipment collected analog stuff ` bought anymore . seriously , condolences .",1,2.0
6334ad4725, yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies,,positive,night,31-45,Liechtenstein,38128.0,160.0,238.0,yes yes ! especially wine mushrooms ! ! ummm love mushies,5,5.0
f2296b62dc, bamboo/jade green !,bamboo/jade green !,neutral,noon,21-30,Mauritius,1271768.0,2030.0,626.0,bamboo/jade green !,3,3.0
6631eb87ee,_Mcfly how cool will that be  she is so nice!! Bless her=] so what ya upto? Love you (L) XoxoX,how cool will that be  she is so nice!!,positive,night,31-45,Jordan,10203134.0,88780.0,115.0,_mcfly cool nice ! ! bless her= ] ya upto ? love ( l ) xoxox,5,5.0
98e834b2fa,Ughh. That Miley creature song has infested itself in my brain!,Ughh.,negative,noon,21-30,Lebanon,6825445.0,10230.0,667.0,ughh . miley creature song infested brain !,1,1.0
8d83e12c64,Ryan Stiles is still the funniest man ever. Got some great news and some not great news tonight. So happy I could burst,funniest,positive,night,31-45,Honduras,9904607.0,111890.0,89.0,ryan stiles still funniest man ever . got great news great news tonight . happy could burst,5,5.0
b6cd695d48,"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders",,negative,morning,46-60,Jamaica,2961167.0,10830.0,273.0,"working ... attempting keep squirrels away .............. squirels 1 , jesska 0 stick spiders",2,2.0
7415538b45,128 days till beyonce,128 days till beyonce,neutral,night,31-45,Slovenia,2078938.0,20140.0,103.0,128 days till beyonce,3,5.0
fe4e8393d5,is going to see the Hannah Montana movie!!...lol...what a dork huh?!,is going to see the Hannah Montana movie!!...lol...what a dork huh?!,neutral,morning,46-60,Benin,12123200.0,112760.0,108.0,going see hannah montana movie ! ! ... lol ... dork huh ? !,3,3.0
,,,,,,,,,,,5,3.0
620b802c17,is about to go buy his mother a mother`s day gift,is about to go buy his mother a mother`s day gift,neutral,morning,0-20,Cambodia,16718965.0,176520.0,95.0,go buy mother mother ` day gift,3,2.0
b2a3efbe89,alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,neutral,morning,46-60,Greece,10423054.0,128900.0,81.0,alrightttt twitter . netball nowww 600th twitter haha byeeeee,3,3.0
02d22f57ea, being updated to have multiple `skins` for different GT members. Nightmare. 82k of CSS to hack!  No time to redo; woe is me.,being updated to have multiple `skins` for different GT members. Nightmare. 82k of CSS to hack!  No time to redo; woe is me.,neutral,morning,46-60,Democratic Republic of the Congo,89561403.0,2267050.0,40.0,updated multiple ` skins ` different gt members . nightmare . 82k css hack ! time redo ; woe .,3,1.0
3592d43e3d,Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!,Moving makes me sore.,negative,night,70-100,Vietnam,97338579.0,310070.0,314.0,moving makes sore . dunno gon na make ! getting close !,1,2.0
58015c3988, I know what you mean  rain sucks...,n sucks,negative,noon,60-70,United Arab Emirates,9890402.0,83600.0,118.0,know mean rain sucks ...,1,1.0
08aa874db3, awwww how cute its a pUG,cute,positive,night,31-45,Saint Lucia,183627.0,610.0,301.0,awwww cute pug,5,5.0
6f6b52c9d8,"Aw, Zach wasn`t feeling well  Hope he gets better. So babysitting was canceled.","Aw, Zach wasn`t feeling well  Hope he gets better. So babysitting was canceled.",neutral,night,31-45,Burkina Faso,20903273.0,273600.0,76.0,"aw , zach ` feeling well hope gets better . babysitting canceled .",3,2.0
adf8edce59,"Is finally home, fed and ready to go to bed and its only 2:45am.  That`s gotta be a record",That`s gotta be a record,positive,noon,21-30,Saint Kitts and Nevis,53199.0,260.0,205.0,"finally home , fed ready go bed 2:45am . ` got ta record",5,3.0
47171c0951,Ugh. Kinda bored.,Ugh. Kinda bored.,negative,night,70-100,Kiribati,119449.0,810.0,147.0,ugh . kinda bored .,2,2.0
b38c364edc, i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,. so a trip sounds like fun,positive,night,70-100,Barbados,287375.0,430.0,668.0,know ridiculous ! never got hang love chicago want go shopping ... trip sounds like fun,4,4.0
bed4306d9b, How inconsiderate!,How inconsiderate!,negative,night,70-100,Thailand,69799978.0,510890.0,137.0,inconsiderate !,2,1.0
fafefee73a,"_carter It says 'This video is private.', WTF????",WTF??,negative,morning,0-20,China,1439323776.0,9388211.0,153.0,"_carter says 'this video private . ' , wtf ? ? ? ?",1,1.0
7fa3a64152,Got to reconnect with some dear friends tonight.  I am so lucky to have so many great people in my life.  I am blessed,I am so lucky to have so many great people in my life.  I am blessed,positive,night,31-45,Guyana,786552.0,196850.0,4.0,got reconnect dear friends tonight . lucky many great people life . blessed,5,5.0
5be1739804,Pub crawling through NE pdx,Pub crawling through NE pdx,neutral,night,31-45,Vietnam,97338579.0,310070.0,314.0,pub crawling ne pdx,3,2.0
89d5b3f0b5,  Thanks,Thanks,positive,night,31-45,Italy,60461826.0,294140.0,206.0,thanks,5,5.0
7d41dbe15c, ... but i could barely speak! He was probably thinking `who is the weirdo?` LOOOOL. Say sorry to him for me please?  x <3,sorry,negative,morning,0-20,Micronesia,115023.0,700.0,164.0,... could barely speak ! probably thinking ` weirdo ? ` looool . say sorry please ? x < 3,1,3.0
dc04928dcd,lookin forward to a lovely meal out for grandparents 75th at posh italian,lovely,positive,noon,60-70,Guinea-Bissau,1968001.0,28120.0,70.0,lookin forward lovely meal grandparents 75th posh italian,5,5.0
920bc518e4," Blow me away it IS raining harder here. Yay you, well done","Blow me away it IS raining harder here. Yay you, well done",neutral,noon,60-70,Germany,83783942.0,348560.0,240.0,"blow away raining harder . yay , well done",3,4.0
16b9332185,: We can`t wait to see you!   This week can not go fast enough!,We can`t wait to see you!,positive,night,31-45,Honduras,9904607.0,111890.0,89.0,: ` wait see ! week go fast enough !,4,3.0
b31f326e68, How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it`s over..LOL..thanks!,Love,positive,noon,60-70,Saudi Arabia,34813871.0,2149690.0,16.0,much longer nkotb block party ? love ! need go bed wondering time ` .. lol .. thanks !,5,5.0
07d987dcb2, It didn`t rain.  Lightly misted though.,It didn`t rain.  Lightly misted though.,neutral,night,31-45,Slovenia,2078938.0,20140.0,103.0,` rain . lightly misted though .,3,3.0
74b3176827,_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol,looks scary!!,negative,morning,46-60,Norway,5421241.0,365000.0,15.0,_wx see color sky looks philly ? ? yellowish/orangeish/brownish looks scary ! ! lol,2,2.0
809f79aeac,_Atticus Thank you,Thank,positive,noon,60-70,South Sudan,11193725.0,610952.0,18.0,_atticus thank,4,5.0
78b0079657,I was too sleepy earlier and i didnt get to see matt,I was too sleepy earlier and i didnt get to see matt,neutral,morning,0-20,Greece,10423054.0,128900.0,81.0,sleepy earlier didnt get see matt,3,2.0
,,,,,,,,,,,4,3.0
1973abbb06," I`ve been well, thx. Just getting up for an early morning meeting and wondering why I agreed to it. Don`t like getting up early",,neutral,noon,21-30,Côte d'Ivoire,26378274.0,318000.0,83.0,"` well , thx . getting early morning meeting wondering agreed . ` like getting early",3,3.0
25c40091ea," My eyes are starting to hurt! It`s getting super late. But I just gotta keep tweeting. Haha! Philippines tour, please, Tom?","My eyes are starting to hurt! It`s getting super late. But I just gotta keep tweeting. Haha! Philippines tour, please, Tom?",neutral,night,70-100,Liechtenstein,38128.0,160.0,238.0,"eyes starting hurt ! ` getting super late . got ta keep tweeting . haha ! philippines tour , please , tom ?",3,3.0
93c591ea16,"50 Kayla-lee, i think your the only one that knows what that number means lol  x","50 Kayla-lee, i think your the only one that knows what that number means lol  x",neutral,morning,46-60,Eritrea,3546421.0,101000.0,35.0,"50 kayla-lee , think one knows number means lol x",3,2.0
e15e11f4fa,I can`t believe how fast this week has gone by,I can`t believe how fast this week has gone by,neutral,night,31-45,Guyana,786552.0,196850.0,4.0,` believe fast week gone,3,3.0
f2f0938e4c,Kyneton for breakfast this morning at Slow Living. Noice. Such a beautiful sunny autumn day  Drove back to Melb via Daylesford,Such a beautiful sunny autumn day,positive,night,31-45,India,1380004385.0,2973190.0,464.0,kyneton breakfast morning slow living . noice . beautiful sunny autumn day drove back melb via daylesford,5,4.0
ef30751b05, that`s sad,sad,negative,noon,21-30,Botswana,2351627.0,566730.0,4.0,` sad,2,1.0
,,,,,,,,,,,4,3.0
36d42989f4, oh cool i can`t wait!! yours are awesome!!!,awesome!,positive,night,70-100,Pakistan,220892340.0,770880.0,287.0,oh cool ` wait ! ! awesome ! ! !,4,5.0
91c3b35d2b, Thanks and Cheers back at you.,Thanks,positive,night,70-100,Cabo Verde,555987.0,4030.0,138.0,thanks cheers back .,5,5.0
978068a4d7,watching supernatural  those boys can hunt me any day <3 haha,watching supernatural  those boys can hunt me any day <3 haha,neutral,night,31-45,Spain,46754778.0,498800.0,94.0,watching supernatural boys hunt day < 3 haha,3,4.0
9736b31d4c, lmao yeaa iight n u shuld put tha c.b flick up w. **** on ur head .. juss a joke,joke,positive,morning,46-60,Burundi,11890784.0,25680.0,463.0,lmao yeaa iight n u shuld put tha c.b flick w. * * * * ur head .. juss joke,4,2.0
0541e800e0,I know I shouldn`t be saying this but **** it..I`m **** as hell,**** it..I`m **** as hell,negative,morning,46-60,Egypt,102334404.0,995450.0,103.0,know ` saying * * * * .. ` * * * * hell,2,1.0
6a38e69fb9,UUUUUGH!!! I HATE I MISSED  INTERVIEW!!! I WASNT AT HOME!!! DARN!!!,I HATE I MISSED  INTERVIEW!,negative,morning,46-60,Vanuatu,307145.0,12200.0,25.0,uuuuugh ! ! ! hate missed interview ! ! ! wasnt home ! ! ! darn ! ! !,2,1.0
9bda7c0138, I agree. I danced with my dad to 'Kind & Generous' at my wedding. HUGE fan.,agree.,positive,noon,60-70,Paraguay,7132538.0,397300.0,18.0,agree . danced dad 'kind & generous ' wedding . huge fan .,4,5.0
d5ea260d03,im sick and sad its cold,sick,negative,night,70-100,Equatorial Guinea,1402985.0,28050.0,50.0,im sick sad cold,1,1.0
87e339a004,just another manic monday.. wish it were sunday.. that`s my fun day  happy monday twitterland,fun,positive,noon,60-70,Malta,441543.0,320.0,1380.0,another manic monday .. wish sunday .. ` fun day happy monday twitterland,5,4.0
69b56ef745,Geoff posted a boo: Coming Home From Tenerife Boo  http://boo.fm/b25651,Geoff posted a boo: Coming Home From Tenerife Boo  http://boo.fm/b25651,neutral,night,31-45,Spain,46754778.0,498800.0,94.0,geoff posted boo : coming home tenerife boo http : //boo.fm/b25651,3,3.0
bc21202d07,soooo sleepy.  but gotta finish this game.  lol. gettt it cavs!  whoop whoop,soooo sleepy.  but gotta finish this game.  lol. gettt it cavs!  whoop whoop,neutral,night,70-100,Maldives,540544.0,300.0,1802.0,soooo sleepy . got ta finish game . lol . gettt cavs ! whoop whoop,3,3.0
da276b88e8, congratulations i am heart hacker not a computer hacker@,,positive,noon,21-30,Colombia,50882891.0,1109500.0,46.0,congratulations heart hacker computer hacker @,4,3.0
210fa09de7,"Making a mix! 22 minutes so far, aiming for 30 minutes  loving it so far!!!  DJ Sugarfree",loving,positive,noon,21-30,Mauritius,1271768.0,2030.0,626.0,"making mix ! 22 minutes far , aiming 30 minutes loving far ! ! ! dj sugarfree",4,3.0
5c2a034613, why thx! #webdu I was only at the conf on Thurs,why thx! #webdu I was only at the conf on Thurs,neutral,night,31-45,Maldives,540544.0,300.0,1802.0,thx ! # webdu conf thurs,3,5.0
734ab2cf0d,Bottle of reisling this time... My favorite!,favorite!,positive,noon,21-30,Tuvalu,11792.0,30.0,393.0,bottle reisling time ... favorite !,4,5.0
3212554935,Just chillin at home,chillin,positive,morning,46-60,Argentina,45195774.0,2736690.0,17.0,chillin home,4,4.0
4ca1ff1c20,I hope I`m doing something right. Had an influx of reviews on a 1 year old fan fic telling me they love my style of writing for HP.,they love my style of writing for HP.,positive,morning,0-20,Haiti,11402528.0,27560.0,414.0,hope ` something right . influx reviews 1 year old fan fic telling love style writing hp .,5,3.0
981bf23cc3,I want noms,I want noms,neutral,night,70-100,San Marino,33931.0,60.0,566.0,want noms,3,3.0
fe3ce23064,Conference call arranged for 4.30pm today just blew my leaving early out the window,Conference call arranged for 4.30pm today just blew my leaving early out the window,neutral,morning,0-20,Cuba,11326616.0,106440.0,106.0,conference call arranged 4.30pm today blew leaving early window,3,2.0
bcaf7731b0, But I`d have to drive  Or get a taxi. Do you have a pool table/jukebox?,But I`d have to drive  Or get a taxi. Do you have a pool table/jukebox?,neutral,noon,21-30,Dominican Republic,10847910.0,48300.0,225.0,` drive get taxi . pool table/jukebox ?,3,2.0
c7e80bd6e1,calling debby ryan!,calling debby ryan!,neutral,morning,0-20,Mali,20250833.0,1220190.0,17.0,calling debby ryan !,3,3.0
f4259ace8a,"my back and legs kill from yesterday and we have a big old leak in the kitchen, looks like staying in pjs all day infront of the tv",my back and legs kill,negative,noon,60-70,Tanzania,59734218.0,885800.0,67.0,"back legs kill yesterday big old leak kitchen , looks like staying pjs day infront tv",2,2.0
fac4f75f45,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y,ended up inventing my own.,negative,noon,60-70,Azerbaijan,10139177.0,82658.0,123.0,spent 2 hours looking blog topic ended inventing . grrrr http : //bit.ly/qrz6y,2,2.0
b38df0845d,crying to A Walk To Remember as usual,,negative,night,31-45,Finland,5540720.0,304000.0,18.0,crying walk remember usual,2,1.0
11e2ef004d, Aren`t randoms what it`s about?!!!  I LOVE that it`s Star Wars day - I didn`t realise and I can`t believe it`s almost over!,Aren`t randoms what it`s about?!!!  I LOVE that it`s Star Wars day - I didn`t realise and I can`t believe it`s almost over!,neutral,night,70-100,Liechtenstein,38128.0,160.0,238.0,` randoms ` ? ! ! ! love ` star wars day - ` realise ` believe ` almost !,3,2.0
