score,Text
neutral,"release oct. 28 , peab said two businesses continue conducted brands cliffton stockholm entreprenad , part peab group ."
neutral,"addition , mids always online enable full internet browsing ."
neutral,"addition , contract includes modification effluent treatment plant follum ."
neutral,"current position , manty worked since 1996 ."
neutral,"financial statement first quarter 2010 , tikkurila reported discontinued operations ."
neutral,"fourth quarter 2006 , oko banks expects operating environment banking investment services remain similar january-september 2006 ."
neutral,meantime ceo 's duties assumed outotec 's deputy ceo seppo rantakari .
neutral,"sinter plant , limestone coke breeze mixed iron ore concentrate sintered lump form sinter use blast furnaces raw material iron-making ."
neutral,"way , industry 's starting point consumers ' needs ."
neutral,"total , 3000 surveillance cameras handled managed according variety needs , company said ."
neutral,"volume , focus already outside finland , 60 % group 's products made poland baltic countries ."
neutral,"incap , headquartered oulu , finland , electronics contract manufacturer 750 employees finland , estonia india ."
neutral,incap contract manufacturing subsidiary incap corporation finland .
neutral,"includes company brand share data category , well distribution channel data ."
neutral,"indigo somoncom serve 377,000 subscribers market share approximately 27 % may 2007 ."
neutral,"industry asia +ó pakistan , malaysia , taiwan philippines today , global research & data services going publish several market analyses cement markets asia ."
neutral,investment management investment advisory services company 's sole line business .
neutral,investments disclosed .
neutral,investments product development stood 6.0 mln euro ( $ 8.8 mln ) .
neutral,"isms disclose financial results , daily said ."
neutral,"also includes installation new equipment , training start-up services , well service work shoe press delivered vaahto 2001 ."
neutral,agreed company 's board directors available advisory role .
neutral,"estonia 's second-largest meat processing company market share ( according ac nielsen 's 2008 data , 13 percent ) ."
neutral,expected online 2011 .
neutral,'s .
neutral,decided auditors reimbursed according invoice .
neutral,report full-year results august 22 .
neutral,"annual capacity 10,000 mw ."
neutral,market share 6 percent according ac nielsen 's 2008 data .
neutral,"product portfolio comprises harvesters , forwarders , harvester heads , well cranes loaders ."
neutral,"janis arbidans , ceo yit celtnieciba , said company focusing housing real estate development market ."
neutral,"jeder beta-tester erh+ñlt kostenlos sechs monate lang updates und hat laut eigener aussage die m+âglichkeit , die finale version zu beeinflussen ."
neutral,joint procurement later extended factories baltic countries .
neutral,"jon risfelt previously held operational executive positions europolitan , ericsson , sas , american express card travel divisions , well nyman & schultz ( ceo ) , vodafone sweden ( ceo ) , gambro renal products ( ceo ) ."
neutral,"kaleva kustannus oy ( business id 0187274-0 ) , according notice , 10 august 2009 acquired 4,458,000 alma media shares ."
neutral,karppinen expects consolidation trend continue finnish market .
neutral,"kaupthing forecasts finnish-swedish stora enso close mill reisholz , germany ."
neutral,kemira shares closed ( x20ac ) 16.66 ( $ 22us .71 ) .
neutral,"kesko 2,000 stores engaged chain operations nordic baltic countries , russia , belarus ."
neutral,kirsi rantanen previously development director hk ruokatalo 's poultry business .
neutral,"koduextra operating retail chain 11 stores , controlled finnish non-food center ky , rukax oy , scan-tukka oy ."
neutral,"koff 's market share volume market 23.4 % , karhu 's 21.4 % ."
neutral,"l+ñnnen tehtaat 's food division reorganised two strategic business units , apetit frozen foods jams , apetit fish ."
neutral,lemmink+ñinen started manufacture roofing felt 1920 production asphalt 1930s .
neutral,"like mechanical pipettors biohit , also proline plus ce-ivd marked comes 3-year warranty ."
neutral,"london ( afx ) - intertek group plc , testing inspection company , said commercial electrical division bought finland-based company natlabs oy etteplan oyj 1.3 mln eur cash ."
neutral,"loudeye corp. , $ 2.56 $ 4.33 nokia corp. , 10 cents $ 19.46 nokia agreed buy digital music distributor $ 60 million ."
neutral,( spokesperson told wwd expect 50-50 mix clothing home decor . )
positive,"( adp news ) - nov 28 , 2008 - finnish power-supply solutions provider efore oyj ( omx : efo1v ) announced today launch opus dc , latest power system opus product line ."
neutral,( acquisition sum disclosed . )
neutral,"luna took fifth place six-under 207 , shot behind spain 's beatriz recari germany 's martina eberl , welsh player becky brewerton highest-placed british finisher , sharing seventh place three-under 210 shooting 71 ."
neutral,"maggie ramsey 's wait - thousands oregon washington guides , anglers others flock frequent seminars - nearly ."
neutral,"marathon 4.6 percent stake plx , said , according bloomberg ."
neutral,market data analytics derived primary secondary research .
neutral,"may 29 , 2010 ( companiesandmarkets.com delivered newstex ) -- report provides key data information meat , fish poultry market finland ."
neutral,"meanwhile , alfa owns 25.1 % megafon altimo , 4.99 % turkcell via 18.5 % stake cukurova holding ."
neutral,"mercator use software logistic , retail wholesale operations slovenia markets southeastern europe ."
neutral,metsa-botnia sell 82.1 % stake uruguayan companies metsaliitto -- 5.5 % .
neutral,"metso foundries jyvaskyla oy discontinue production line 30 september 2008 , company said ."
neutral,microsoft last week also issued first patch windows 7 operating system beta released days earlier .
neutral,"50,000 tonnes asphalt mix used contract ."
neutral,"m-real , part finnish paper maker metsaliitto group , due release second-quarter report around 12:00 eet 5 august 2010 ."
neutral,"m-real corporation stock exchange release 27 august 2009 3.15 pm m-real received eur 190 million cash payment sappi m-real corporation , part mets+ñliitto group , divested graphic papers business sappi limited end 2008 eur 750 million ."
neutral,"n +1 group pay eur16 .5 transaction price upon closing , remaining sum 2012 ."
neutral,nd = disclosed .
neutral,negotiations representatives personnel regarding restructuring process ended .
neutral,neither companies use genetically engineered soy moment .
neutral,"neste oil publish third quarter 2008 results friday , 24 october 2008 approximately 9 ( eet ) ."
